formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
Ba3Zr2S7,3.124935492,3.500411272,12.18947394,29,32,30,60,32,60
Ba4As2O,3.119681795,3.640270685,9.199646986,21,22,22,37,22,37
Ba4Cu3PbO9,4.322208401,4.623675337,15.54211696,43,45,44,93,45,93
Ba4Y(CuO3)3,5.371308489,5.667356254,17.17864276,50,52,51,104,52,104
Ba4Y2Cu6O13,5.354611413,5.452830252,16.72093257,44,50,47,86,50,94
Ba5Al5Pb,2.85184691,2.616453856,7.848368054,17,18,17,28,18,29
Ba5Al5Sn,2.967622931,2.967622931,7.848368054,18,18,18,30,18,30
Ba5Bi3,2.518869969,2.239177715,6.750870355,14,15,14,22,15,23
Ba6Tl2NCl,0.228742578,0.228742578,5.132886594,10,11,10,21,11,21
Ba9Nb10O30,10.73575053,10.99884911,25.53052675,92,94,93,170,94,170
BaAg2(HgO2)2,0.0199651,0.273717422,7.848368054,16,18,17,45,18,46
BaAg2SnS4,0.244198336,0.434182641,6.365153423,13,14,14,31,14,33
BaAg2SnSe4,-0.274166897,0.047806739,5.557581119,11,12,12,28,12,29
BaAg5,-1.35007703,-1.14559037,6.365153423,12,14,13,49,14,50
BaAgAs,5.741594783,5.50421532,11.33946091,28,29,28,42,29,43
BaAgO2,5.631411365,5.83338655,15.78206448,42,46,44,78,46,82
BaAl2,8.050108386,8.050108386,12.18947394,32,32,32,42,32,42
BaAl2B2O7,-0.024030999,1.41505837,14.05307848,25,39,32,89,39,92
BaAl4,6.793059407,7.30415321,13.00699472,34,35,35,51,35,51
BaAl9Fe2,5.503717096,6.598298688,16.25555849,42,48,45,79,48,79
BaAl9Ni2,6.598298688,6.97576692,16.01985679,45,47,46,79,47,79
BaAlGe,8.956867098,8.639541245,12.73784132,34,34,34,43,34,44
BaAlSi,9.498834791,8.904046311,13.79590462,37,38,37,47,38,49
BaAsPd,1.665811011,1.814130483,10.14694665,24,25,25,57,25,59
BaAsPt,0.202789266,0.462652518,9.836705333,22,24,23,69,24,69
BaAu,0.125900172,0.125900172,6.365153423,13,14,13,32,14,32
BaAu2,0.367467809,0.358993872,7.491621506,16,17,17,41,17,45
BaAu5,-1.948246268,-1.706004413,7.126052752,12,16,14,72,16,76
BaAuO2,0.3488067,0.81360484,11.04809528,23,28,25,71,28,72
BaBi3,-0.175516071,0.188045897,7.126052752,14,16,15,39,16,39
BaBr2,-1.172017806,-0.817489469,3.750526369,7,8,8,20,8,21
BaBrCl,0.047806739,0.047806739,5.557581119,12,12,12,29,12,29
BaC,-1.909549101,-0.778500221,6.750870355,8,15,12,38,15,38
BaCN2,-2.149648604,-1.549152017,6.365153423,8,14,11,47,14,48
BaCO3,1.896993784,1.66860247,9.521050863,22,23,22,48,23,50
BaCa3O4,10.29776381,10.29776381,18.07269064,56,56,56,83,56,83
BaCa4(CuN2)2,3.139731156,3.384680933,12.18947394,30,32,31,63,32,64
BaCaO2,8.183059208,8.183059208,16.01985679,47,47,47,74,47,74
BaCaSi,2.743016451,3.314651447,8.196978704,18,19,19,31,19,31
BaCdBi2,3.381885904,3.469315706,8.196978704,17,19,18,26,19,28
BaCdO2,3.084909574,3.393307595,13.27297505,35,36,36,80,36,80
BaCdSb2,5.167490137,5.207313792,9.836705333,22,24,23,31,24,33
BaClF,1.669143536,1.669143536,7.848368054,18,18,18,37,18,37
BaCoF4,0.859051124,1.420611573,10.14694665,20,25,23,51,25,56
BaCoO3,-1.584540729,1.019530182,14.55935471,16,41,29,86,41,86
BaCoS2,3.243273335,4.574560786,13.27297505,28,36,32,56,36,58
BaCu,-1.422328395,-0.386129353,4.232057388,6,9,8,18,9,18
BaCuAs,5.884217714,5.884217714,12.73784132,33,34,33,53,34,53
BaCuBi,4.987792948,4.735790643,9.836705333,24,24,24,36,24,37
BaCuF4,0.20756995,0.298692753,8.872120148,18,21,19,51,21,54
BaCuO2,2.473712993,2.738888827,13.27297505,31,36,33,73,36,77
BaCuP,6.97356541,6.97356541,13.53590636,37,37,37,57,37,57
BaCuSeF,-0.094445602,0.16530986,9.199646986,20,22,21,65,22,65
BaFe12O19,6.289709273,6.451831263,21.41009705,71,72,72,161,72,162
BaFe2S3,3.609309201,3.965226355,11.90996372,25,31,28,45,31,51
BaFe4O7,4.039578527,4.039578527,16.72093257,49,50,49,117,50,117
BaFeF4,0.949505591,1.459209622,9.521050863,20,23,22,50,23,52
BaGaSiH,8.337488354,9.498834791,14.3075299,34,40,37,45,40,47
BaGe,2.398038586,2.743016451,8.538053361,17,20,18,30,20,31
BaGe2,4.08634331,3.856585163,9.521050863,22,23,22,35,23,36
BaGeF6,1.405502421,1.66860247,9.521050863,21,23,22,49,23,50
BaGeO3,18.01994384,20.81331876,28.11175405,95,109,102,124,109,124
BaH2,2.398038586,2.398038586,7.491621506,17,17,17,30,17,30
BaHfO3,14.8028143,15.11026018,27.09814791,102,103,103,159,103,159
BaHg2Pb,-1.472802281,-1.162617132,4.691835641,9,10,10,34,10,34
BaIrF6,-1.393670902,-0.846420307,7.126052752,11,16,13,44,16,44
BaLi2(MgGe)2,8.193399588,9.634191774,11.90996372,28,31,30,34,31,34
BaLi2(MgSi)2,8.092539647,9.422854526,12.46538196,30,33,32,38,33,38
BaLi2Si,0.985490349,1.902014045,7.491621506,13,17,15,26,17,27
BaLiAs,4.330801627,4.925597535,9.836705333,22,24,23,34,24,34
BaLiF3,6.962746138,6.962746138,14.80864311,42,42,42,69,42,69
BaLiH3,14.57929981,14.57929981,14.05307848,39,39,39,38,39,38
BaMg(CO3)2,1.437119587,2.827335963,14.05307848,27,39,33,71,39,76
BaMg2,1.845806213,1.845806213,5.967819466,13,13,13,22,13,22
BaMg2FeH8,8.910928388,8.653266594,14.3075299,39,40,39,53,40,54
BaMgF4,3.514658303,3.503765903,11.90996372,28,31,29,54,31,57
BaMgGe,4.869666457,5.207313792,9.836705333,22,24,23,32,24,33
BaMgH4,5.868600646,7.820136231,11.62668571,25,30,28,35,30,35
BaMgO2,4.805874843,4.805874843,14.3075299,40,40,40,79,40,79
BaMgSi,4.925597535,5.255456873,10.14694665,23,25,24,34,25,35
BaMgV4O8,0.700901849,1.756870535,14.55935471,31,41,36,102,41,103
BaMoO4,1.088855933,1.420611573,9.836705333,22,24,23,56,24,56
BaNa2,-0.041258192,-0.041258192,2.127757142,5,5,5,8,5,8
BaNa2Mg(PO4)2,7.941635524,8.183059208,16.01985679,46,47,47,73,47,74
BaNaBi,3.622759695,3.622759695,7.126052752,16,16,16,23,16,23
BaNaSb,0.264577667,0.264577667,5.132886594,11,11,11,24,11,24
BaNaScSi2O7,4.699620362,5.460055866,16.25555849,42,48,45,86,48,88
BaNaSn,-2.609715573,-2.609715573,0.803171673,3,3,3,21,3,21
BaNb2O6,0.635741795,2.442828962,15.54211696,25,45,35,75,45,88
BaNbS3,-2.617795593,-1.054871347,8.538053361,5,20,13,46,20,48
BaNiF4,2.481863657,2.510316547,11.04809528,26,28,27,56,28,59
BaNiO2,-0.616893289,0.974868052,12.73784132,20,34,27,77,34,78
BaNiO3,-2.353291413,0.005933419,13.79590462,10,38,24,83,38,83
BaNiS2,1.814130483,3.124935492,12.18947394,25,32,29,59,32,60
BaOsO3,6.280038021,6.280038021,21.60786122,73,73,73,168,73,168
BaPAu,4.892020706,4.730269349,12.46538196,32,33,32,56,33,57
BaPb,1.172638576,1.172638576,6.365153423,13,14,13,25,14,25
BaPbF6,0.273850892,0.54249919,8.196978704,16,19,17,42,19,43
BaPbO3,-0.962807248,-0.495016906,8.872120148,16,21,18,63,21,63
BaPd5,2.802482942,2.994488105,14.55935471,39,41,40,98,41,99
BaPdF4,-1.027205126,-0.773270884,7.126052752,14,16,15,53,16,53
BaRh2,0.797005092,0.797005092,11.62668571,30,30,30,95,30,95
BaRhO3,3.390207158,4.314314468,18.29201612,50,57,54,131,57,131
BaRuO3,1.935089287,2.595691982,15.29994614,37,44,40,104,44,105
BaSO4,-0.098579023,0.44761414,8.538053361,17,20,19,51,20,52
BaSb2,1.376766989,2.123318297,7.126052752,13,16,15,24,16,26
BaSb2Pd,1.970499402,1.864927563,9.836705333,24,24,24,54,24,55
BaSb3,2.489906667,3.106217206,7.491621506,16,17,17,27,17,27
BaSbAu,4.164947972,4.0802661,10.45207885,25,26,26,42,26,45
BaSbPt,1.019037797,0.924379949,9.521050863,21,23,22,53,23,58
BaSe2,-0.485554134,-0.070717787,5.967819466,11,13,12,30,13,30
BaSi,2.337918424,3.201650751,9.199646986,18,22,20,33,22,34
BaSi2O5,4.892020706,5.329941828,12.73784132,32,34,33,56,34,56
BaSiO3,3.781318387,4.046895091,11.90996372,29,31,30,55,31,56
BaSn2,0.560075626,2.337918424,8.872120148,14,21,18,32,21,33
BaSn3Pd,2.22625221,2.22625221,10.14694665,25,25,25,55,25,55
BaSn3Pt,2.759110053,2.759110053,11.04809528,28,28,28,60,28,60
BaSn5,0.205716307,0.501033202,7.126052752,14,16,15,35,16,36
BaSnF6,1.191822977,1.4676485,8.872120148,19,21,20,44,21,45
BaSnHg,5.488262876,4.47019572,8.872120148,20,21,20,26,21,29
BaSnO3,14.45874355,14.45874355,24.81389839,90,90,90,134,90,134
BaSr3,-1.755476154,-1.158887632,2.704905793,4,6,5,12,6,12
BaSr3O4,8.484972712,8.484972712,16.48923097,49,49,49,77,49,77
BaSrO2,6.805455312,6.805455312,15.29994614,44,44,44,75,44,75
BaTaO3,9.804417344,10.32548407,24.99427407,87,91,89,166,91,166
BaTeO3,1.976176286,2.754124677,9.521050863,19,23,21,38,23,39
BaTiF6,1.513075617,1.780269556,9.199646986,21,22,22,48,22,49
BaTiN2,12.42811863,12.91933922,25.17382902,88,92,90,144,92,145
BaTiO3,-1.158887632,3.688204924,19.78480313,20,64,42,96,64,97
BaTlHg2,-1.373487824,-1.373487824,4.232057388,8,9,8,27,9,27
BaWO4,1.514794644,1.763440373,10.14694665,23,25,24,55,25,56
BaY2F8,1.236836019,2.276482606,13.53590636,28,37,32,78,37,79
BaYCuSbO5,4.298992662,3.047576164,14.05307848,28,39,34,49,39,77
BaYFe2O5,4.440033,5.677858945,19.99240016,52,65,58,122,65,126
BaYMn2O5,6.09723883,6.705150763,21.01111618,63,70,66,137,70,139
BaZn2,-1.373487824,-1,4.691835641,8,10,9,27,10,27
BaZn5,4.014894664,4.014894664,10.7523779,27,27,27,48,27,48
BaZnBi2,2.967622931,3.084390656,8.538053361,18,20,19,30,20,32
BaZnF4,1.26659187,1.330008678,10.14694665,22,25,23,54,25,57
BaZnGe,7.138947908,6.843018291,11.33946091,29,29,29,39,29,40
BaZnO2,2.256547486,2.256547486,12.46538196,33,33,33,83,33,83
BaZnPb,3.827110117,4.179691274,8.872120148,19,21,20,29,21,30
BaZnSO,4.994866343,5.86459015,13.27297505,33,36,35,58,36,58
BaZnSi,6.897605436,6.897605436,12.18947394,31,32,31,44,32,44
BaZnSn,5.540246222,5.868600646,10.45207885,24,26,25,34,26,35
BaZr(PO4)2,4.508357202,5.322798116,15.29994614,34,44,39,64,44,72
BaZrN2,1.798824914,2.924412375,15.54211696,35,45,40,98,45,100
BaZrO3,12.72243128,13.02690633,25.35257582,91,93,92,149,93,149
BaZrS3,3.078599091,3.415895081,12.73784132,32,34,33,70,34,70
Be,50.48346838,50.48346838,36.08617149,160,161,160,122,161,122
Be12Ag,-2.695314951,0.471094431,18.07269064,8,56,32,113,56,113
Be12Cr,39.28742141,39.80777265,33.76463655,143,145,144,126,145,126
Be12Mo,37.1792749,37.31659013,34.64709846,149,151,150,140,151,141
Be12Nb,33.19880717,34.2916305,33.16789028,135,141,138,132,141,133
Be12Pd,7.222786442,11.87142728,25.17382902,63,92,78,124,92,124
Be12Pt,6.157374824,10.09035517,24.81389839,62,90,76,133,90,133
Be12V,37.76909014,38.27075816,33.76463655,143,145,144,130,145,130
Be12W,39.13854638,40.09124753,35.80139264,156,159,158,144,159,144
Be17Nb2,38.13057078,38.60980598,34.93800441,151,153,152,140,153,140
Be17Ru3,20.51780412,20.51780412,29.26546433,116,116,116,152,116,152
Be2Ag,13.1714954,13.1714954,23.89924356,84,85,84,129,85,129
Be2B,12.00315805,13.51363213,26.40875129,89,99,94,150,99,150
Be2CoIr,11.27505289,11.27505289,28.60985757,111,112,111,218,112,218
Be2CoNi,16.83129289,17.4006794,30.8646635,123,126,125,192,126,192
Be2CoPt,11.92756098,12.16654015,28.44444533,110,111,111,207,111,207
Be2Cr,29.19334551,29.55407864,35.65844594,157,158,158,183,158,183
Be2CuIr,3.774375905,5.280782026,23.33971669,66,82,74,189,82,189
Be2CuPt,1.197167363,2.888232069,20.40365865,47,67,57,171,67,171
Be2CuRh,3.741304406,5.314950651,22.58028261,63,78,71,177,78,177
Be2CuRu,11.24075154,11.24075154,26.40875129,99,99,99,184,99,184
Be2IrPd,10.97663458,11.6587432,28.93885434,109,114,112,216,114,216
Be2IrPt,11.84127348,12.71302913,31.33404533,121,129,125,240,129,240
Be2Mo,23.94089727,23.94089727,34.50104606,150,150,150,199,150,199
Be2NiIr,12.12123006,12.12123006,28.93885434,114,114,114,216,114,216
Be2NiPt,1.682267974,2.896018461,21.60786122,57,73,65,208,73,208
Be2NiRh,12.34159457,12.34159457,27.7765196,107,107,107,194,107,194
Be2PdRh,9.839067612,10.30245269,27.09814791,98,103,100,198,103,198
Be2PtRh,11.20245001,12.12123006,29.42789251,110,117,114,216,117,216
Be2RhAu,-1.738483816,-0.15042272,16.01985679,22,47,35,153,47,153
Be2RuAu,6.195365322,6.583047104,24.26771577,84,87,86,209,87,209
Be2RuPt,8.984132646,9.399575473,27.6079277,102,106,104,223,106,223
Be3Fe,4.44039118,9.505043872,27.09814791,61,103,82,155,103,155
Be3Nb,23.20710095,23.57615913,30.8646635,125,126,126,155,126,155
Be3Ru,15.02700972,18.71818582,32.56407582,112,137,125,181,137,182
Be4B,36.90372024,38.34391739,34.93800441,147,153,150,138,153,138
Be4TeO7,13.96858876,14.51878765,28.93885434,109,114,111,183,114,183
Be5Au,24.94695859,24.94695859,29.91175373,120,120,120,138,120,138
BeAl2O4,20.31560691,20.59854043,34.06044557,145,147,146,214,147,214
BeAlB,27.10365056,28.78738176,32.10640047,127,134,131,141,134,141
BeAlIr2,12.64552041,12.86762867,30.8646635,124,126,125,238,126,238
BeAlRh2,10.92839984,11.16659267,27.26875089,103,104,104,199,104,199
BeAu,0.910744626,0.910744626,14.55935471,41,41,41,148,41,148
BeAu2,-0.628364334,-0.525914328,12.18947394,29,32,30,135,32,137
BeAu3,-0.684860125,-0.263336515,13.00699472,30,35,33,145,35,145
BeC2,4.0802661,6.059340628,19.57585552,26,63,45,45,63,83
BeCo2Ge,8.033812896,8.889510978,26.40875129,92,99,96,205,99,205
BeCo2Si,14.24468529,14.96595577,31.95289929,127,133,130,227,133,227
BeCrRu2,6.45809864,6.45809864,26.75486604,101,101,101,269,101,269
BeFe2Si,12.24682773,13.40872395,31.02163433,117,127,122,223,127,223
BeFeRh2,6.92202942,7.120754319,24.81389839,88,90,89,210,90,210
BeGaCo2,9.166807098,9.841932268,26.92685615,96,102,99,201,102,201
BeGaIr2,13.1122871,13.35684763,29.42789251,116,117,117,210,117,210
BeGaRh2,9.694026419,9.694026419,26.40875129,99,99,99,203,99,203
BeGeAs2,12.04852418,13.12083084,17.40475476,50,53,52,63,53,63
BeGeN2,22.99176081,23.31159221,33.91275127,143,146,144,191,146,191
BeGeP2,16.31050534,17.39923663,20.19867592,63,66,65,72,66,72
BeGeRu2,5.710950769,5.710950769,25.35257582,93,93,93,255,93,255
BeNbRu2,3.08923004,3.08923004,21.21118965,71,71,71,231,71,231
BeNi3,20.2085179,29.84184753,25.17382902,64,92,78,63,92,63
BeP2,15.58669147,16.51530339,21.80450426,71,74,73,89,74,89
BePO4,9.146218224,8.538053361,9.521050863,17,23,20,15,23,20
BeRu2W,9.557966172,9.557966172,29.7510304,119,119,119,270,119,270
BeSO4,12.46538196,12.48800527,13.53590636,33,37,35,33,37,36
BeSiAs2,11.73551788,12.20893735,18.50975045,55,58,56,74,58,74
BeSiIr2,6.739685708,7.023977622,30.7071748,121,125,123,344,125,344
BeSiN2,29.37821222,30.0457492,38.03999074,171,175,173,207,175,207
BeSiNi2,-0.451702616,2.587088922,23.52715529,39,83,61,198,83,198
BeSiOs2,12.61480049,12.61480049,33.01761044,140,140,140,286,140,286
BeSiRu2,13.64549737,13.64549737,30.39062021,123,123,123,223,123,223
BeVCo2,-0.718403547,2.110793289,22.387917,36,77,57,193,77,193
BeVFe2,10.318512,10.75438505,28.44444533,108,111,110,222,111,222
BeVOs2,7.483330108,7.820136231,28.93885434,110,114,112,280,114,280
BeVRu2,5.231514316,5.231514316,24.26771577,86,87,86,238,87,238
BeW2Cl,-0.688654314,-0.688654314,13.79590462,38,38,38,207,38,207
BeZnO2,7.318067222,8.872873293,24.81389839,76,90,83,163,90,165
Bi(BO2)3,5.911123542,6.956039032,16.95071886,46,51,49,87,51,87
Bi2AuO5,3.722122441,4.012348152,17.17864276,48,52,50,118,52,121
Bi2Pb2Se5,1.65278859,2.657797312,6.365153423,7,14,11,9,14,15
Bi2Pd,7.80E-05,0.22862956,8.538053361,18,20,19,54,20,55
Bi2PdO4,-1.856666603,-0.163753711,9.836705333,10,24,17,51,24,52
Bi2SO2,1.686324693,2.861688241,10.7523779,19,27,23,40,27,44
Bi2Se3,0.466174121,1.200595521,5.967819466,4,13,8,5,13,12
Bi2SeO2,-0.403844452,0.974868052,12.46538196,21,33,27,77,33,78
Bi2Te2Se,1.074460907,2.188719504,5.967819466,6,13,10,8,13,14
Bi2Te3,2.199396324,2.657797312,5.967819466,8,13,11,10,13,15
Bi2WO6,9.784841015,10.51501702,16.72093257,47,50,49,66,50,67
Bi3BrO4,1.970499402,3.124935492,12.46538196,24,33,29,54,33,60
BiAu2,-1.284955326,-1.131630982,8.872120148,20,21,21,102,21,102
BiAuO2,-0.503928048,0.40948631,9.836705333,17,24,21,58,24,61
BiB,13.70194709,14.21060968,19.15378564,58,61,59,72,61,72
BiBrO,0.803171673,2.246307938,8.196978704,3,19,11,3,19,16
BiClO,8.675225806,4.055282776,10.45207885,10,26,18,7,26,26
BiF3,4.675497801,4.788773406,13.27297505,26,36,31,42,36,54
BiF5,4.061395476,2.657797312,7.126052752,6,16,11,5,16,15
BiIO,-1.309789347,1.134326371,7.491621506,3,17,10,6,17,17
BiOF,1.268144415,2.135036106,15.05548015,36,43,40,113,43,113
BiPO4,2.94749849,5.747721436,16.01985679,31,47,39,68,47,69
BiPbClO2,-0.336040697,0.812357423,8.872120148,14,21,18,41,21,44
BiPd,-0.524752603,-0.323919583,9.836705333,22,24,23,86,24,86
BiPd2Pb,-0.249221741,-0.249221741,9.836705333,23,24,23,84,24,84
BiRhO3,2.147138612,2.769627126,18.94059885,53,60,57,172,60,174
BiS2,-1.313213168,0.997343911,7.491621506,6,17,12,17,17,23
BiTeI,-1.133165707,0.459056426,3.243273335,2,7,5,3,7,7
BiTePd,0.693291604,0.956463006,10.45207885,25,26,26,74,26,74
BiTePt,1.777547566,1.777547566,12.46538196,32,33,32,86,33,86
Br2O,-1.309789347,-1.309789347,1.500233939,3,4,3,6,4,6
BrF3,-1.309789347,-0.661805828,1.500233939,3,4,4,6,4,7
Ca(AgGe)2,3.687726388,3.965226355,11.33946091,27,29,28,50,29,51
Ca(Al2Cu)4,11.31355826,11.31355826,19.57585552,63,63,63,93,63,93
Ca(AlGa)2,2.369509811,2.992134985,11.33946091,26,29,28,57,29,58
Ca(AlGe)2,7.45145191,7.938928908,14.3075299,38,40,39,57,40,57
Ca(AlSi)2,7.563537381,7.823491676,14.55935471,40,41,41,61,41,62
Ca(AlZn)2,5.356674889,5.780211502,13.53590636,35,37,36,61,37,61
Ca(AsPd)2,0.097786786,0.498129446,11.04809528,25,28,27,86,28,87
Ca(BC)2,15.68256638,16.0302465,28.27841348,79,110,95,104,110,135
Ca(BH)2,14.31161781,16.080139,24.99427407,79,91,85,111,91,114
Ca(BRh)2,2.982112582,3.759176327,18.94059885,52,60,56,147,60,148
Ca(BeGe)2,13.36453153,14.46368729,18.29201612,53,57,55,64,57,64
Ca(BeN)2,5.779773402,8.515626579,22.58028261,47,78,63,91,78,112
Ca(CdAs)2,4.581298157,4.581298157,11.33946091,29,29,29,50,29,50
Ca(CdSb)2,2.281922782,2.281922782,8.538053361,20,20,20,39,20,39
Ca(ClO3)2,1.707474623,1.845806213,6.365153423,12,14,13,20,14,22
Ca(CoAs)2,6.188735492,6.777782406,16.48923097,45,49,47,82,49,83
Ca(CoGe)2,9.291869292,9.507269589,18.94059885,59,60,60,96,60,97
Ca(CoO2)2,9.379525409,9.379525409,23.89924356,85,85,85,165,85,165
Ca(CoP)2,16.37752426,16.76500441,23.52715529,77,83,80,97,83,101
Ca(Cu2As)2,-1.180651279,1.301284729,14.05307848,17,39,28,76,39,77
Ca(CuGe)2,3.585521916,4.241016258,14.05307848,36,39,38,78,39,78
Ca(CuP)2,2.11212915,2.874591824,14.05307848,33,39,36,85,39,86
Ca(CuSi)2,7.7029227,7.920838743,17.85173366,53,55,54,92,55,93
Ca(CuSn)2,1.39403753,2.299531706,11.33946091,24,29,27,60,29,61
Ca(FeP)2,20.81822408,19.41708988,24.26771577,71,87,79,72,87,89
Ca(GePd)2,0.048867266,0.459289059,10.7523779,24,27,26,82,27,83
Ca(HO)2,20.22245855,11.74542359,10.45207885,20,26,23,11,26,20
Ca(InTe2)2,-1.172017806,0.418415907,6.365153423,7,14,10,20,14,20
Ca(MgAs)2,7.797917373,8.080158665,13.27297505,35,36,36,49,36,50
Ca(MgBi)2,4.330801627,4.08634331,9.199646986,22,22,22,34,22,35
Ca(MgSb)2,5.370716455,5.370716455,10.45207885,26,26,26,39,26,39
Ca(MnAl2)4,14.44803059,14.89424255,21.41009705,69,72,70,90,72,90
Ca(MnAs)2,4.022195476,5.097268345,13.53590636,31,37,34,59,37,60
Ca(MnBi)2,-0.283763331,0.434182641,6.750870355,12,15,14,32,15,33
Ca(MnGe)2,10.85529671,10.85529671,18.07269064,55,56,55,78,56,78
Ca(MnP)2,5.911123542,6.956039032,17.40475476,46,53,49,87,53,87
Ca(MnSb)2,0.316304234,1.052294063,7.848368054,14,18,16,34,18,35
Ca(NiAs)2,3.733313564,4.367563919,14.80864311,38,42,40,83,42,83
Ca(NiGe)2,3.12472328,3.701646941,14.55935471,38,41,40,90,41,90
Ca(NiP)2,11.25836903,11.96073698,22.19451179,72,76,74,114,76,114
Ca(SbO3)2,5.559269216,4.989739804,17.17864276,47,52,49,93,52,105
Ca(SiAu)2,1.660045983,2.102045927,13.53590636,33,37,35,92,37,93
Ca(SiNi)2,6.895494659,7.213414934,18.50975045,55,58,56,104,58,104
Ca(SiPd)2,2.235634986,2.654052936,15.05548015,39,43,41,107,43,108
Ca(ZnAs)2,6.046817561,6.505332284,13.53590636,35,37,36,57,37,57
Ca(ZnGe)2,-0.025967489,-0.025967489,8.538053361,19,20,19,59,20,59
Ca(ZnN)2,12.80241573,13.15514517,23.33971669,79,82,80,120,82,120
Ca(ZnP)2,8.845449696,9.096576355,16.01985679,45,47,46,66,47,67
Ca(ZnSb)2,0.54249919,1.191822977,9.199646986,17,22,19,43,22,44
Ca(ZnSi)2,4.113850051,4.474397278,13.53590636,35,37,36,70,37,70
Ca2Al2SiO7,5.662960735,6.485755927,17.85173366,50,55,53,101,55,102
Ca2AlFeO5,7.786467742,8.07492824,20.60737559,66,68,67,127,68,127
Ca2As,8.904417484,9.212882698,11.62668571,29,30,30,34,30,35
Ca2AuN,4.022195476,4.022195476,12.18947394,31,32,31,59,32,59
Ca2B4Rh5,9.97741455,10.33942434,23.52715529,79,83,81,142,83,144
Ca2Bi,5.167490137,5.83017206,9.521050863,22,23,23,31,23,31
Ca2BiAu,3.488474943,3.970382615,10.45207885,24,26,25,43,26,43
Ca2CdPb,-1.903930101,-1.326411082,7.491621506,11,17,14,61,17,61
Ca2CdSn,10.17948697,10.17948697,11.04809528,27,28,27,28,28,28
Ca2Co2O5,2.715926614,3.772367995,17.17864276,41,52,46,107,52,110
Ca2CoN2,3.750526369,4.842586448,15.05548015,32,43,37,64,43,70
Ca2CrN3,-0.918387879,0.844308297,14.3075299,21,40,30,93,40,94
Ca2Cu,0.625795222,0.625795222,5.967819466,12,13,12,25,13,25
Ca2Cu(ClO)2,6.365153423,3.189572839,11.90996372,14,31,23,14,31,42
Ca2CuO3,6.667428761,7.769166145,20.40365865,56,67,61,109,67,113
Ca2Fe2O5,5.054955474,5.054955474,17.85173366,55,55,55,124,55,124
Ca2FeN2,4.992194855,5.716637634,15.59243627,39.14333834,45.20895353,42.17614594,74.94936039,45.20895353,77.83480549
Ca2GaCu2,1.780269556,2.4388342,10.7523779,22,27,24,49,27,50
Ca2GeN2,10.62030697,10.62030697,17.62910304,54,54,54,77,54,77
Ca2H3Br,6.500651795,7.177635936,10.7523779,25,27,26,33,27,33
Ca2InN,5.843810236,6.500546971,10.7523779,24,27,26,33,27,35
Ca2Mg,-1.519038642,-1.605301464,2.704905793,6,6,6,19,6,20
Ca2MgIn,0.839306908,3.561614283,9.521050863,14,23,19,30,23,30
Ca2MgSi2O7,1.324716613,2.11212915,13.53590636,30,37,33,85,37,85
Ca2MgTl,-0.485155257,2.123318297,8.538053361,10,20,15,26,20,26
Ca2Mn2O5,2.989236259,5.058130243,18.73394312,40.78589255,59.03719204,49.9115423,102.0083005,59.03719204,107.1600392
Ca2Mn3O8,4.90813735,5.625287689,18.8953024,53.83655918,59.78841108,56.81248513,121.9893025,59.78841108,122.7862648
Ca2MnO4,7.585704705,8.048510429,21.21118965,67,71,69,132,71,133
Ca2N,-1.982543745,0.618349749,9.521050863,7,23,15,33,23,35
Ca2NCl,7.349946791,7.859785668,13.79590462,36,38,37,53,38,53
Ca2NF,8.993093741,9.096576355,16.25555849,43,48,46,61,48,67
Ca2PdAu,1.360929171,1.360929171,9.521050863,22,23,22,53,23,53
Ca2SiH2O5,4.351375668,4.351375668,13.27297505,36,36,36,71,36,71
Ca2SiIr2,2.894203933,3.139349413,14.80864311,38,42,40,93,42,97
Ca2SiO4,6.350224953,6.568863955,16.72093257,48,50,49,89,50,90
Ca2Sn3O8,3.095944725,3.730369959,16.48923097,42,49,45,105,49,107
Ca2SnHg,226.1595181,226.1595181,12.18947394,31,32,31,3,32,3
Ca2SnS4,6.296871157,6.598861042,11.90996372,29,31,30,42,31,43
Ca2TlCd,-2.051099398,-0.747940783,10.14694665,11,25,18,69,25,69
Ca2VN3,5.559269216,6.422426634,17.17864276,47,52,50,93,52,94
Ca2ZnN2,5.631411365,6.458073237,16.48923097,42,49,45,78,49,80
Ca2ZnRh,0.040454013,0.361273321,8.538053361,17,20,18,49,20,49
Ca3(AlGe)2,7.485648545,7.775092356,12.73784132,33,34,34,46,34,47
Ca3(AlSi)2,8.06158003,7.545678046,13.27297505,35,36,35,48,36,50
Ca3(SiIr)4,3.557588421,3.557588421,17.17864276,51,52,51,132,52,132
Ca3Ag8,0.949505591,1.302589894,9.199646986,20,22,21,50,22,50
Ca3Al2(SiO4)3,13.92057612,13.92057612,26.05972233,97,97,97,154,97,154
Ca3Al2O6,4.115423312,4.115423312,14.80864311,42,42,42,92,42,92
